review,sentiment
"A ""40 foot long"" giant mutant squid with five tentacles, razor fangs and the ability to reproduce it's own cells terrorizes a small Florida town. Various marine biologists, doctors and cops plot to kill it. Meanwhile, a human monster named Miller offs people who discover the ""Devilfish"" is a manmade creation used for the greedy benefit of some evil doctors! Miller attacks a female researcher, strangles her, drowns her in the bathtub, tosses in a hairdryer, then rips the panties off her dead body!<br /><br />Lots of false alarms are set when our heroes Peter, Stella, Janet and Bob set out on a high tech (high tech for 1984, anyway) ""Seaquarium"" boat to catch the creature, who is frequently seen in close up or hilariously obvious speeded-up film to seem more menacing. And only fire can destroy it, which leads to a flamethrower-armed posse vs. aquatic beast finale.<br /><br />This JAWS cash-in is pretty tame (other than a legless corpse and a decapitation) but watchable and benefits from an excellent Antony Barrymore score and a decent (again, for 1984) monster design. Luigi Cozzi and Sergio Martino wrote the original story.<br /><br />Score: 4 out of 10",negative
"Secret Service agent Jay Killion (Charles Bronson) has been assigned to protect the President-elect's wife, the new First Lady (Jill Ireland). She is a very difficult woman and Killion has his hands full. She is the victim of numerous assassination attempts, all directed by the President's Chief of Staff, who wants the First Lady dead. This movie insults your intelligence with not only the story line, but also with the lack of realistic locations. For example, in the scene depicting the Inaugural Parade, the First Lady is in a Rolls Royce convertible with agent Killion and without the President. Also, we know what Washington, DC, is like weather wise in January, and not only is everybody ""top coat less"", you can even see some palm trees in the 70 degree and sunny weather! (Obviously filmed in Hollywood, not Washington, DC). This movie is a joke. It is not worth your time.",negative
"What can you say about this movie? It was not terrible, but it was not good! Two days earlier I had watched Lillies and that was one of the best Gay films I have ever seen. So this was not the best time to watch a mediocre Gay flick.<br /><br />The story was silly and the acting was OK. It was not bad enough to turn off, but it had some bad moments and some terrible stereotyping. It was not very well cast either.<br /><br />Would I recommend this movie? No you would be wasting your time and money. I don't understand why movies like these are made and who is funding them. Spend your time Watching Noah's Arc on Logo instead. I think this is where this movie was trying to go but never got there.",negative
"My wife and I both thought this film a watered-down, made-for-TV (BBC) version of Manhattan Murder Mystery...which is itself good, but not great. The story has little inter- character tension or chemistry, and not much of a plot. Woody Allen's character just sort of wanders around running off at the mouth, and Hugh Jackman and Scarlett Johannsson don't have a lot more to do. It's pretty disappointing, I must say. Ian McShane's role is just an expanded cameo appearance. <br /><br />The first thing that occurred to me was ""I wonder how much the BBC had to pay Woody Allen to dislodge him from Manhatttan?"" He must've needed the money, and they must have needed his appeal to expand their audience beyond the youth market drawn to the two stars. I'm giving this movie 4 stars instead of 3 because it is unbothersome background noise. If you ever want something to have on while you're knitting or sorting your stamp collection, this'll do the job. I wouldn't pay to rent it again.",negative
"It's a poor film, but I must give it to the lead actress in this one....Francine Forbes. She appeared to be acting the least and I personally thought she was kind of cute. Too bad she only appears in one other film in the database. Besides that, the film is filled with laughable gore and fakey death scenes. People get stabbed and they GUSH like 2 gallons of blood! But, if you like to watch poor horror films, I recommend this one highly.",negative
"CRYSTAL VOYAGER is a strange documentary about an eccentric surfer living in Australia. An American by birth George Greenough has surfed and photographed himself, friends and recently, dolphins, in Australia for 35 years, all using various re invented cameras which he either straps on his back, board or boat. In the mid 70s he teamed up with Surf Mag editor and budding film maker David Elfick to create this visually interesting tale about this life and photography. The 75 minute feature CRYSTAL VOYAGER is the result. Even in the 70s audiences were a bit puzzled by this film, neither surf-ing movie nor surf movie, because George swims about on a children's zippy board, not a real surfboard.... it offset the tedious droning of George (occasionally so dry or droll that it was actually funny.. like almost setting himself on fire or falling over something) with a spectacular 'you are there' power glide through a wave that ran for 23 minutes all set to Pink Floyd music. In 1974 when the Sydney Opera house opened, it also contained a cinema. Crystal Voyager was booked in there as an arty-sporty OZ pic and by default became a hit: as the 'opera house tickets' cost far more than a movie ticket, audiences flocked to see this film as an excuse to 'have been to the Sydney Opera House'...so the film did record business as a low budget attraction to locals and tourists who wanted to tell neighbors that they had seen a show 'there'. This created this myth that the film was a huge crowd puller and the reputation spread. As a result it was teamed with the fantasy cartoon FANTASTIC PLANET and had a trippy run through the UK and Europe as a double feature. I ran it at a coastal cinema in the 70s and the crowd was rather nonplussed about it all. Recently George has re emerged Lord Of The Flies style with another well photographed sea adventure called DOLPHIN GLIDE that offers viewers a dive and swim with the wild dolphins of Byron Bay. It is an eccentric 20 min short with an even more eccentric 20 min 'how George did it' short. Each were met with a collective yawn by both the media and the pubic in January 2005.... all of which makes CRYSTAL VOYAGER a 'you had to have been there' fluke all those years ago. However at a special Oz Surf night at an outdoor cinema last year 2000 people turned up....but then 2000 turn up every night to see anything there during this summer season of films.....so the damned thing fluked another box office binge. How many actually enjoyed it is very much open to debate. Again they were more than likely just plain puzzled by this mad film with an astonishing reputation. Elfick however, since 1975, has gone onto a stellar career as a major producer and director of many lauded Australian and international films. Look up NO WORRIES or STARSTRUCK or UNDERCOVER or RABBIT PROOF FENCE or LOVE IN LIMBO for clear and present applause at his achievements. George, however, is still floating around out there somewhere droning away and looking for something else to film, or drop a camera on.",negative
"I love the comics. Although I do have problems fully understanding the stories  the visual style is unique with all its dirt, dust and decay. So I thought I knew what I was up for. Surprisingly I understood the main plot  but some extremely poorly decisions where made for its visual style. <br /><br />I mean - really bad looking ""CG human actors""-in close ups? Why?! It did not work at all!! Horus - and the other Egyption gods - was successfully made in CG and very close to the comic version. <br /><br />I think with real actors this movie could have been a cult movie. <br /><br />What a shame.",negative
"First, what is really great about this movie: <br /><br />- Ryan Reynolds, great acting! There are very few actors I really like and for now he is one of them. He has an amazing skill to impersonate characters. <br /><br />- The soundtrack! Very good music played at the right time. <br /><br />- The idea of a nine lost in his own world, incapable of leaving. <br /><br />Still, I give it only a 3 out of 10 for certain flaws: <br /><br />- Horrible second part. It seems that the director was very eager to make something new, but despite of the efforts it was really boring <br /><br />- Very annoying character Melissa. I couldn't stand the scenes with her - i.e. it was constantly annoying. She represents everything that is wrong with American woman. <br /><br />- Terrible explanation of the numbers. The director was so busy with character development, that he completely missed the point of a good story.. excuse me koalas? brr... terrible!<br /><br />This movie had great potential. The filming is nicely done, the music is really good, but nothing more.<br /><br />See it only if you are a fan of Ryan Reynolds, or have a lot of time to spare.",negative
"I can't say how closely the film follows the novel, never having read the book, but since this clocks in at some six and a half hours it's a good bet that most of the base are covered or, at least, we can say with some certainty that this isn't a Reader's Digest condensed version.<br /><br />The production values are high, well up to the standards of other BBC classic series like Inspector Morse and Sherlock Holmes. We can believe Dickens' London looked, sounded, and thought a lot like this. There are some occasional minor lapses -- some sportsman firing a pistol with a percussion cap in 1840 or 1820 or whenever this took place.<br /><br />The acting too is to be applauded. Suzanne Burden is the polite and honest heroine who quietly goes about doing good. She's cute too, in a mature way, her beauty in her compassionate nature not in any flirtatiousness. Denholm Elliott is her guardian (and more than that, as it turns out). Burden and Elliott are two of the very few characters who are good in an unalloyed way. Another is a former sergeant forced to do evil by evil people. Another is a poor and helpless young boy.<br /><br />I don't think anyone else could have written this. It's got all the earmarks of Dickens -- poverty, tragic deaths, capitalism in the raw, the generous rich guy in his gated home, hidden parentage, shadowy motives, and the impotence or outright maliciousness of the justice system. Well, not the justice system as a whole but the chancery, which was evidently a court that decided matters having to do with the distribution of property. (So I gather from Wikipedia.) It became so notoriously rigid and dilatory that it was thoroughly revamped in England in 1973. Twice, Elliott's character describes it as ""a curse."" The most impressive scene involves a money-scrounging creditor hounding a retired soldier in the latter's gymnasium during a fencing lesson. The sergeant is more masculine in the traditional sense than any other male character I remember from Dickens. The apoplectic money lender and renter is screaming threats from his seat and the sergeant turns towards him and does one delicate exercise with the saber after another, each advancement bringing him closer to his tormentor, while the scarlet-faced old creditor shrinks back into his seat.<br /><br />A couple of things are missing. Often Dickens will stick in at least one or two amusing lines of dialog. (""Humbug!"" or ""The law is a ass."") Not here. ""Bleak"" house is the right title. Second, there are practically no Weberian ""ideal types"" -- no Mr. Micawbers or Artful Dodgers or Scrooges. Third, the atmosphere, the whole ethos, is relentlessly dismal. One tribulation follows another, usually having to do with money or some shameful peccadillo out of the past.<br /><br />My God, it's depressing. It's as if the author were venting his spleen on everything he hated in the world he knew. Poverty, okay. He KNEW poverty. But one wonders what the chancery did to Dickens to deserve this kind of treatment.<br /><br />Maybe I should add that I've just watched the first episode of the 2005 series -- and it's better in two ways. There is more zip in the direction, so the pace is a little faster. And the business of Jarndyce vs. Jarndyce is explained satisfactorily right up front, instead of lurking about in the shadows as that mysterious ""curse,"" so the plot is easier to follow.",positive
"I just got done watching The Edge of Love (by the way, this is one of the worst titles so far this year) and it felt like a chore. Watching Keira Knightly's unlikable, skeleton-looking character made me cringe even more throughout the coarse of the film.<br /><br />It took me four nights to watch this it was so boring. The only good thing about it was Cillian Murphy. He's always good/believable and is severely under looked in many films. This, however, was just not good enough for him.<br /><br />Apart from the unlikable characters, boring storyline, the plot was also emotionally unsatisfying. I felt like I spent my time watching this for nothing (which I did). I should have done the smart thing and turned it off, but I kept it on out of respect for Cillian Murphy and the great cinematography.",negative
"This is one of the worst films I've seen for years. The storyline has potential that is never realized. The actors are a poor choice, but considering the screen writing, their talent isn't wasted. I really wanted everyone dead as quickly as possible so I could get out and watch something else. Unfortunately, I did stay to the end and had a laugh at the murmurs of people moaning about how crappy this is. There wasn't booing, after all, this is England, just gentle moans about how crap that was. Then, I look on IMDb and see 288 people have given it 10 out of 10. I really just cannot see how those people are able to give that score. They must be a PR company working with the distributor. There's a hilarious set problem towards the end of the film, when in the graveyard and the hick attacks, look out for the dodgy scenery that rocks when touched (supposed to be a brick wall) - the blood effects are waaaay OTT - the film feels like everyone is making a spoof horror except the Director.",negative
"I was a little to old for this show I was 6 when it first came out. First off when I was a young child there were a few children's shows that were on sesame street which I did watch and learned from, but other than that there wasn't much else. My Cousins were all born a few years after me 7 years was the first one more came latter. Barney was a very big part of what they watched. When I first saw this show I told my grandmother how it doesn't teach anything just uses magic to fix everything. I was 9 at the time, how many 9 years old have any idea what is really going on with a TV show. More and more that I saw or heard what the teachings of Barney were the more and more I told people how bad the show was. The funny thing is my parents who had a young child in the mid to late 80's which was me by the way. They agreed and said the same thing as I did. The sad thing about this is my cousins who are older now 13 and such still agree with what they saw. Its not cheating its creative, its not right to think differently than what someone tells you to. Its o.k to steal if the person wont find out or mind that it is gone. Lets be honest with ourselves, Barney is out to make money not teach children anything. The more flashy the program the more inclined children will be to watching it. Children are stupid not because they are not educated they just do not know any better, second Barney put on a show and parents bought it. I never believed that TV could affect people the way Barney does. If you have a young child read to them watch a show that teaches them numbers, do not let them get involved in this show. Barney is like smoking once is to much, smoke a few and your hooked let your kid watch this show they are hooked and one day their kids will watch the same crap and buy the same crap you bought",negative
"Blue ribbon banners, stars and stripes forever, decorated generals, and unconditional surrender from the enemies which required tons and tons of radiation, this was the summon substance of the United States victory in World War II!! The celebration on Times Square as well as everywhere else in the United States suggests a national zenith!!! America is on top right!! one thing, one agonizing and painstakingly perverse thing..The period of adjustment!!..The actual celebration ended when the bottle of champagne was finished..Now everyone needs to get on with their lives...only one problem though...they have to get new lives...the old lives are gone forever...Polite and pleasant smiles had a fragile facade with a longevity of ice cubes in boiling water!! Everyone of the characters in the movie is paraded by primal doubts, and unable to masquerade a pretense about how nothing was seriously wrong, for the simple reason that it was not true!!! Once sergeants, and generals, and their wives, and daughters, and sons and virtually all other Americans touched by World War II, were exposed to disabilities, nightmares and recriminations of World War II and what it really accomplished as well as negated, nobody was the same!! For now, social and moral issues had a self serving interest...Frederick March and Myrna Loy had to start over!! Dana Andrews realized that he should never have been married to Virginia Mayo in the first place!!! Theresa Wright has become painfully aware of the fact that she is constructively selfish!! Las but not least, the character, Homer, is about to get married and he thinks that everyone around him is as devastated by his injury as he is, basically in the sense that they are unable or unwilling to cope!!<br /><br />The reason this film is so fabulous is because a happy ending was attained the hard way, once everybody recognized the new beginning of the new United States and the new world overall, tragedy from WWII was recognized, and things that were emotionally torn asunder were taken in stride, and dealt with accordingly!! Frederick March and Myrna Loy need to go back to chapter one in their marriage, Homer has apprised his new bride as to what it takes to be married to him (i.e. half the times, she will feel like a nurse) and Thresa Wright's involvement with Dana Andrews means that her entrance into adulthood has resulted in partial responsibility for breaking up a marriage...This is tantamount to learning how to drive a car to get your driver's license at the Indianapolis 500...The characters in the movie are the typical post WWII Americans in that they are stalemated by the rude awakening of coercive changes to their lives...Happiness no longer is afforded the luxury of the adjective cop-aesthetic...it is now about formidable conditions, and good winning out over evil by way of the less ugly choice!!...World War II did not just happen!! It will henceforth dominate the social patterns of American living!!!<br /><br />The aggregate catastrophe of World War II has mirrored most Americans' feelings of personal human inadequacy as well!!I loved this film and so did AFI, probably for the reason that it brought out issues that were at one time unjustifiably taboo!!..Bottom line, see this movie!! Nightmares about combat, dilemmas about marital unhappiness and/or readjustment, coping with your life when stricken-ed by a disability and just basically acting human are portrayed constantly in movies and television today, HOWEVER!! this is 1946!! Very new to Americans then....REMEMBER THAT!! Director William Wyler has illustrated how Americans feel about the aftermath of WWII in the days when the movie industry has left him with one hand tied behind his back!!! Take that into account and you will probably realize just how sensational this movie really was!!",positive
"Your ability to enjoy The Ashes of Time may depend on our expectations before stepping into the theater. Even its most strident supporters seem to agree that audiences can be split right up the middle in their appreciation of this unique film.<br /><br />Unlike most HK actioners, the battle scenes are curiously kept at a distance. When they do happen, they're rendered in a jerky style in which it's difficult to make out exactly what's occurring on screen. The dramatic scenes can be extravagantly beautiful, with the of Maggie Cheung, Brigitte Lin, and a roll-call of HK's top acting talent chewing up the scenery. As with some of Wong Kar-wai's early work, the dialog could be more precise. <br /><br />In short, The Ashes of Time requires a forgiving attitude. Released around the same time as Wong Kar-wai's spectacularly successful Chungking Express, it's clear that the director isn't as confident working with the elements of the martial arts film. Anyone looking for tense action is likely to be disappointed. But those intrigued by the director's aesthetic will likely find this a unique experience at the very least.",negative
On a routine mission in Iraq a group of Delta soldiers recover a computer hard drive from an Alqueda training camp detailing the location of weapons specialist Dr Walsh. After witnessing the termination of his top secret weapons development program Dr Walsh finds an alternative funding source and sets up a new research facility deep in the notorious Belzan forest in Chechnya where he is developing weapons and selling them to Chechnyan rebels.The team of Deltas is sent on a black ops mission to retrieve the doctor and his technology before the Russians find him and his lab.What the Delta team soon discover is that the doctors latest weapons is a flock of large carnivorous bats that have been genetically altered to develop a taste for human flesh. I found this movie to be much better than what I was expecting.There is lots of action and lots of blood. Its more or less what you would expect from a creature feature. The acting isn't great but its passable. I have certainly seen worse.Overall its an enjoyable movie for what it is. A good popcorn movie.,positive
"Well, EYEboy, I must say that it pleases me to no end when someone singles me out and tries to make fun of me, especially when it is someone who seems as intelligent as you do. My favorite part of your post was ""But no big bang-bang good-guy bad-guy here, kimosabe. Me suggest you stick to movie with lotsa bang bang.""<br /><br />Well said! I do like action movies, especially if they are well done, but I also like movies that don't have a whole lot of action, as long as THEY are well done. I'm sorry, but Secret's and Lies does not fit into that category and is simply a very bad movie. I really don't see very many non-American films, so maybe I was spoiled, and didn't realize how bad foreign films really were when I saw Secrets and Lies. Perhaps if I judge foreign movies by a different standard I could some day see how Secrets and Lies could possibly be one of the highest rated movies on the IMDB. Hmm... If true, that is very scary.<br /><br />Jeremy Barger bits@midohio.net(new e-mail)",negative
"This is one of the best and moodiest Vampire Tales ever! I love this movie really. The character are great, even the locations and the story. Indeed the Picture isn't a big budget production, but it is absolutely worth seeing.<br /><br />OK there are some faults (especially the Names of the Castle and the Locations) in this movie, but such mistakes are typically and are almost in every Horror Movie.<br /><br />The scenery fits perfect to the story and is close to reality,I can say that honest, because I visit them once when I was in Romania in my Vacations.<br /><br />In my opinion this is the Best Part of the Subspecies Series.",positive
"1989 was already a year in where Eddie Murphy wasn't that longer hot and started making movies that soon would be forgotten. Funnily enough, it was also the year in where Murphy directed his first film, but it also would be the first and last experiment. ""Harlem nights"" wasn't exactly what you can call a success even if it was great to see the two best black comedians together namely Murphy and Richard Pryor. Don't blame it on the actors as they all played their roles like you expected them do, even if you have to face (again) the typical Murphy-laugh. The worst thing from ""Harlem nights"" are both the scenario and its terrible decors. Everything is set in the roaring twenties and everybody has their profit from the forbidden clubs. Sugar Ray (Pryor) and his adopted son Quickie (Murphy) are gathering easily 10000 dollar per day but of course soon the mob and the corrupt police come around the corner to claim their part of the cookie. Sugar and Quickie aren't guys who give their money for free and have their own plans. You can watch ""Harlem Nights"" that's for sure, but if you puke from the moment you hear the name Murphy you better avoid as after all this movie is nothing but a lame excuse to see some good jokes.",negative
"Ostensibly a story about the young child of Jimmy Stewart and Doris Day. The kid gets kidnapped to keep his parents quiet. They know something about a plot to assassinate the ambassador of an unnamed country during a performance at Albert Hall in London.<br /><br />The movie is rich in Hitchcockian incidents. A friendly but opaque Frenchman seems to grill the innocent Stewart -- a doctor from Indiana -- a little too intensely to be merely idly curious. Later the Frenchman shows up in Arab disguise, a knife in his back, and whispers some information about the murder plot to Stewart. Stewart tells his wife -- Doris Day looking very saucy indeed -- but refuses to cooperate with the police and risk his son's life.<br /><br />Instead the couple try to track down the assassins, buy them off, and get their son back, taking them from Morocco, where Hitchcock has given us his usual tourist's eye view of the customs, locations, and food, to London. There is a hilarious wild goose chase involving a set-to between Stewart and the staff of a taxidermy shop. The staff are more concerned about guarding their half-stuffed specimens than anything else, and they shuffle around protectively holding the carcasses of a leopard and a swordfish. In the course of the scuffle, Stewart manages to save his throat from being cut by the swordfish bill, but is bitten on the hand by a stuffed tiger, the action boosted along by Bernard Hermann's bumptious score. The scene ends with Stewart rushing out the door. Hitchcock ends it with a shot of a lion's head gaping at the slammed door. There is also a running gag, well done, about some visitors waiting around the couple's hotel room in London, waiting for things to be explained.<br /><br />There are two serious issues that are lightly touched on. One is the relationship between Stewart and Day, which is not as rosy as it ought to be, considered as a bourgeois ideal. She's been a stage musical star for some years and is internationally known. And she's given it all up to marry an ordinary guy who happens to be a doc. That's understandable in, say, a nurse or a flight attendant or almost any woman other than an international star with a promising career in her own right. It isn't delved into, but the edginess is noticeable, as it was not in the original version. It reminds me a little of an exchange between Joe Dimaggio and his then-wife Marilyn Monroe, who had just returned from entertaining the troops in Korea. ""Oh, Joe,"" she gushed, ""did you ever see ten thousand people stand up and cheer?"" ""Seventy thousand,"" muttered Joe, former hero of the New York Yankees.<br /><br />The second problem is one of allegiance. Who is of greater social value? One's own young son? Or an unknown ambassador. Do we put ourselves or our loved ones at risk for the sake of national stability? Day is faced with this dilemma in its starkest form at the climax in the Albert Hall. Her solution opts for allegiance to political stability, although her motives are problematic. Does she scream to save the ambassador's life, or does she do so just to release the anxiety that is overwhelming her? (Cf: Alec Guiness falling on the detonator at the end of ""The Bridge on the River Kwai."") The photography is extremely good, and the settings can be menacing, even on a quiet street in a residential neighborhood of London. It's mid-day, and Stewart is alone and determined, but frightened too. There are footsteps echoing on Gulliver Street from someone, somewhere. Is he being followed? Is his life in danger? And where the hell is everybody who lives on this street? Hitchcock pays such close attention to location details that we can make out the garden wall bonding of the bricks beside him.<br /><br />The director had a rare disagreement with Francois Truffaut while being interviewed for Truffaut's otherwise laudatory book. Truffaut argued that the earlier version of ""The Man Who Knew Too Much"" lacked the depth of the later version. Hitchcock replied, ""It seems to me you want me to make films for the art house audience,"" but finally agreed that the 1930s version was the work of a talented amateur and this version was the work of a professional. No argument there.<br /><br />This is Hitchcock pretty much near his zenith.",positive
"Early 80's creature feature concerns a long abandoned gold mine that some intrepid miners are determined to check out. Naturally, they find no gold down there but one very hungry monster that slithers along in search of prey.<br /><br />While I have to be honest and admit I found it dull at first (I personally prefer the thematically similar ""The Boogens""), it actually grew on me as it went along. Now, the characters aren't too interesting nor the actors either. The closest to an interesting character is Morgan, played by Keith Hurt. In any event, female lead Terri Berland is quite good looking and Rolf Theison makes his domineering jerk an easy person to hate. The writer played by effects man Mark Sawicki wears thin quickly.<br /><br />It begins in a comfortably predictable enough way, with a nighttime set piece in which two victims are claimed to get things off to an acceptable start. The monster itself is intriguing for its design (as you can imagine, it gets revealed a bit at a time until late in the game) and for being the product of stop motion animation when this process was no longer used very much. Director Melanie Anne Phillips (directing under the pseudonym of David Michael Hillman) and crew deserve some credit for their creation of atmosphere. They manage to make the film look quite claustrophobic and gloomy, and their use of lighting works well. The film does build in intensity towards a pretty good ending. Suffice it to say, they do the best they can on their low budget.<br /><br />An obscure little item worth looking into for die-hard horror buffs.<br /><br />7/10",positive
"This movie is about a very delicate argument and if you are searching for something that makes you think here you are right. Tim Robbins has made a wonderful job and the result is a kind of docu-drama that should be shown in schools (for the strong themes treated). What about the actors? Well, they are simply great; Susan Sarandon is truly 'the face of love' and Sean Penn is unbelievable as almost always. An absolutely must-see!",positive
My husband and I just got done watching this movie. I was not expecting it to be this good! I was really astonished at how great the story line was. I'm usually very good at figuring out twisty plots...but this one had me. I loved it! I'm going to have to watch it again before I take it back. I might even have to buy it. :),positive
"Of course the plot, script, and, especially casting are strong in the film. So many fine things to see. One aspect I liked especially is the idea of the antagonist--Luzhini's (Turturro's)--ex-mentor working his evil on the sidelines. His chess opponent--an Italian dandy in three piece and cane--turns out to be a real gent, and a truly fine chess player. To his credit the ""opponent"" nobly goes along with the plan at the end to complete the final game for the championship posthumously (Luzhin has taken a flyer out a window--sad, but so releasing to him)by way of the unstable genius' widow (Emily Watson.) In death, then, because of the gallantry of an honorable chess master, Luzhin's defence (which he worked out in a late moment of lucidity) is allowed to be played. The Italian gent commends the play and calls it brilliant. Talk about a dramatic ""end game!""",positive
"The movie actually has a fairly good story, but gets bogged down in several key places. It's almost as if the director threw the movie together without taking the time to make some essential cuts in the film. Dennis Quaid does a fairly decent job in his role... but something is clearly missing from several key scenes.<br /><br />This 2.5 hour movie could have been reduced to about a 2 hour movie. And probably would have been a much better film had it not had the feel as if it was thrown together.<br /><br />",positive
"I first heard of this film when Patton Oswalt talked about it on his ""Werewolves and Lollipops"" CD. He said it was a lost classic that is completely ridiculous. Being a lover of terrible cinema, I knew I was in for a treat.<br /><br />This film is, hands down, one of the weirdest I've ever seen. Certainly one of the weirdest shlock films. Basically, a demon took human form years ago for a woman, the woman died or something, the demon cried blood, the blood fell on the bed, the bed is now possessed and it now eats. Along with fruit, flowers and chicken, it also has a taste for people. The people can range between horny teens, mayors, gangsters, servants or professional orgy throwers. There's also a sick guy who the bed ate but put his soul behind a picture in the room.<br /><br />Most movies let you figure out the plot through exciting action. Death Bed takes another path: it basically tells you through narration exactly what's happening while slow, dull murder scenes take place. Also, I must say everyone who's eaten by the bed are surprisingly quiet. I would think if a bed is eating you through the ways of a 5th grade science fair experiment, it would sting a little. I guess nerve endings weren't invented until 1981 or so.<br /><br />The story is wacky, the direction is slow and pretty awful, the sets are sparse, the acting it fairly painful and the brother is one of the unintentionally ugliest actors I've ever seen. Probably would make a great party film if alcohol and smart-asses are involved. Certainly one you shouldn't miss.",negative
"I have been an avid Jane Austen fan for many years. I had never seen this adaptation, so when I had heard of it, I came here and read all the excellent reviews. On that basis I eagerly ordered it from Netflix. What a cruel disappointment! They have taken one of the most subtle and bright comic novels and made it dull. Each character seems to have been dealt a single facial expression, a single tone upon which to base their flat characters. Although this adaptation seems to have used every word that Jane Austen wrote, they appear to have been passed around to characters in a random fashion. Even though it was done as a miniseries, this adaptation manages to confuse and feel as rushed as if it had been done as a movie of the week.<br /><br />Mr. Bennett too harsh, Mrs. Bennet just a chattering chipmunk, Mr. Darcy as lifeless as a nutcracker, the Bennett girls almost indistinguishable and Mr. Wickham a man who no one would look twice at - hardly the appealing cad! I'm quite put out!",negative
"What a terrible film. It sucked. It was terrible. I don't know what to say about this film but DinoCrap, which I stole from some reviewer with a nail up his ass. AHAHAHAHAHHAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAH!!!!!!!!!!!!!!!!!!! sigh.. It's not Roger Corman that I hate, it's this god-awful movie. Well, really? But what can you expect from a movie with Homoeric computer graphics. Which is another thing, the CGI sucked out loud; I hate this movie dreadfully. This is without a doubt the worst Roger Corman B-Movie, and probably the gayest B-Movie too. It's-it's--- DINOCRAP! I'm sorry, I must have offended some nerds in these moments. It's just an awful movie... 0/1,000",negative
"It was all over with the slashers around 88 so it was time for the cheesy rip offs of those older movies. The Brain is well done, the script reminded me of Videodrome but then in a more cheesy way as said before. The acting can go through with it. But it's the effects that makes you laugh, the so called Brain is really a turkey and the blood is never shown. The opening sequence is what makes this movie worth watching, the hallucinations are really nicely done and reminded me of Nightmare on Elm Street, remember the telephone coming alive.... Some how you keep watching this flick, waiting what is happening next. It's viewable for all freaks out there cause there isn't any gore in it and as said the blood isn't there neither but there is nudity for the perverts. I have seen worser movies than this one, only wished they had made it bloodier...",negative
"A brilliant Russian émigré devises the Stanislavsky' system for winning at contract bridge - which makes him and his beautiful wife the GRAND SLAM Sweethearts of America.<br /><br />What could have been just another silly soap opera is elevated by fine production values & excellent acting to the status of a very enjoyable little comedy. A few unexpected touches are thrown in to keep the viewer's attention engaged - the way in which the principle cast is introduced as faces on a deck of cards; the introduction of a zany acrobat into the plot for no other reason than to enjoy a bit of lunacy; and the way in which a wide variety of different kinds of Americans are shown to be transfixed by listening to the broadcast of the concluding game.<br /><br />Paul Lukas & Loretta Young do very well as the Bridge Sweethearts - Lukas suave & sophisticated and Miss Young passionately loving and beautiful (even if the script keeps her puffing on a cigarette a bit too much). They are fun to watch, even when their behavior is not always the most believable or compelling.<br /><br />Frank McHugh gives another good performance as a relentlessly cheerful ghost writer who adores Miss Young. The delightful Glenda Farrell eschews her customary wisecracking persona in a small role as McHugh's ditsy gal pal. Roscoe Karns handles the fast-talking dialogue as a brash radio announcer. Diminutive Ferdinand Gottschalk is wonderful as a snobbish bridge expert.<br /><br />Movie mavens will recognize Dewey Robinson as a belligerent nightclub patron; Emma Dunn as a sob sister reporter; Paul Porcasi as the owner of the Russian nightclub; Charles Lane as a Russian waiter; and Jimmy Conlin as a kibitzer at the final bridge game - all uncredited.<br /><br />The film takes advantage of the fad for contract bridge which had swept across the country since its development in the 1920's. It expects the viewer to have a basic knowledge of the intricacies of the game and makes no attempt to explain anything to the uninformed.",positive
"Just like all of Mel Brooks' other comedies, Men in Tights is hilarious. But in seeing this as an outrageous comedy, I think many fail to realize that the reason the movie is so funny is that the characters themselves are acted so well. Elwes is the well-spoken former British noble, Lewis is an eternally annoyed king (I hope it's worth all the NOOOOOOIIIISE!), DeLuise is a FANTASTIC godfather, Roger Rees is a worried and cynical sheriff.... The actors and actresses are so loyal to their parts that the jokes flow forth with ease. Yes, we've seen this kind of comedy before, but the only comedy to achieve better character development, in my opinion, is The Big Lebowski. Very very funny.",positive
"Ringmaster, Jerry Springer's pathetic excuse for wasting film that should be recycled as toilet paper recently destroyed my confidence in the art of film. First of all, it was made. Second of all, people went to see it. Third, some people voted it the best movie they have ever seen. If a monkey could make a movie, i'm 100 percent sure that it would be 1 billion times as good. Most crappy movies have their moments, (even Godzilla had a few cool special effects) this film's moment was when I left the theater nauseated. The only thing that possibly could've made this movie any worse would be if Jerry Springer was the star. If I want to stare at crap for an hour and a half, i'll take a dump in a can. If anyone didn't utterly despise this movie, I pity you, and your children, and your children's children's children; however, contrary to Springer's beliefs, I clearly don't condone children having sex.",negative
"No movies have grabbed my attention like this one has. You see, I have wanted to watch this movie again for over twenty-five years. The one and only time I saw it was as a teen-ager which may have been the year it was released, 1977.<br /><br />What I do remember of the movie is that it touched those deep-held emotions so profoundly that there is still an overwhelming desire to watch it again. The intrigue this movie provides by the human element of father/son seeking and searching is sure to touch every human soul who watches it. Why this movie has not been brought out of storage and shown as often as many other movies of lesser depth, I do not know.<br /><br />Postscript: Received copy of movie and after watching it again was delighted to see that my memory held true. Rating reflects movie content. Would like to watch this movie on DVD as seeing this 1977 production on a used VHS tape took away from the overall quality.",positive
